,accuracy,precision,recall,F1,accuracy_wo_o,precision_wo_o,recall_wo_o,F1_WO_O,N_MODEL,HIDDEN_SIZE,N_LAYERS,DIRECTIONS
0,0.958698702209751,0.9698301349969388,0.958698702209751,0.9637187961110855,0.9595817590721377,0.9717926104280965,0.9595817590721377,0.9653569255081255,Model1,500,1,1
1,0.9595755875131533,0.9718771549064374,0.9595755875131533,0.965145826218556,0.9601089535190229,0.9736181047956444,0.9601089535190229,0.9665435664266532,Model2,500,2,1
2,0.9589617678007717,0.9718447996830819,0.9589617678007717,0.9649361818691754,0.9598453562955803,0.9737455656736138,0.9598453562955803,0.9665077173867295,Model3,500,3,1
3,0.9651876534549281,0.9746304125295313,0.9651876534549281,0.9692843972295141,0.9659959581759072,0.9764632169603435,0.9659959581759072,0.9708219983472539,Model4,500,1,2
4,0.9676429323044545,0.9759131799705043,0.9676429323044545,0.9711874308048677,0.9683683331868904,0.9776628033927041,0.9683683331868904,0.9725886016997292,Model5,500,2,2
5,0.9673798667134339,0.9757255386393808,0.9673798667134339,0.9711041739738188,0.9681926017045954,0.9776496585433958,0.9681926017045954,0.9726888309377658,Model6,500,3,2
6,0.9650999649245878,0.9746994718916948,0.9650999649245878,0.9693412265928527,0.9656444952113171,0.9764095843878259,0.9656444952113171,0.9707267050357586,Model7,800,1,2
7,0.9662399158190109,0.9765224054523196,0.9662399158190109,0.9708651160042356,0.9670503470696775,0.9784459629280716,0.9670503470696775,0.972404025633445,Model8,800,2,2
8,0.9641353910908453,0.9748575227888239,0.9641353910908453,0.9690851201128965,0.9652051665055795,0.97710001281383,0.9652051665055795,0.9709406242321493,Model9,800,3,2
